bookID,authors,average_rating,isbn,isbn13,language_code,  num_pages,publication_date,publisher,ratings_count,text_reviews_count,title
27189,Commander X/Tim R. Swartz,2.83,1892062437,9.78189E+12,eng,139,8/20/2012,Inner Light - Global Communications,2,1,Teleportation: From Star Trek to Tesla
27194,Zak Smith/Steve Erickson,4.1,977312798,9.78098E+12,en-GB,784,11/30/2006,Tin House Books,490,41,Pictures Showing What Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow
27200,Thomas Cahill,3.77,385495544,9.78039E+12,eng,352,7/27/2004,Anchor,2470,233,Sailing the Wine-Dark Sea: Why the Greeks Matter
27204,Anonymous/Thomas Cahill,4.64,802136184,9.7808E+12,eng,81,10/29/1999,Grove Press,169,17,The Gospel According to Luke
27208,Flann O'Brien/Denis Donoghue,4.01,156478214X,9.78156E+12,eng,200,3/1/1999,Dalkey Archive Press,12452,1179,The Third Policeman
27222,Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson,3.9,684827905,9.78068E+12,eng,713,9/10/1998,Free Press,1751,170,The Landmark Thucydides: A Comprehensive Guide to the Peloponnesian War
27236,Gregory Maguire/Elaine Clayton,3.53,64407209,9.78006E+12,eng,176,8/18/1999,HarperCollins,92,7,Six Haunted Hairdos (The Hamlet Chronicles  #2)
27243,Marion Woodman/Elinor Dickson,4.24,1570623139,9.78157E+12,eng,256,5/6/1997,Shambhala,375,24,Dancing in the Flames: The Dark Goddess in the Transformation of Consciousness
27247,Bill   Phillips,3.5,71467440,9.78007E+12,eng,309,8/1/2006,McGraw-Hill Education,2,0,The Complete Book of Home  Site and Office Security: Selecting  Installing and Troubleshooting Systems and Devices
27252,Donna Woolfolk Cross,4.08,345416260,9.78035E+12,eng,422,6/9/2009,Ballantine Books (NY),56471,3809,Pope Joan
27253,Emmanuel Rhoides/Lawrence Durrell,3.92,720610656,9.78072E+12,eng,200,3/1/2000,Peter Owen Publishers,266,19,Pope Joan: Translated & Adapted from the Greek
27266,Rachel Caine,3.92,451219945,9.78045E+12,eng,239,10/3/2006,NAL Jam,83997,3992,Glass Houses (The Morganville Vampires  #1)
27269,Ashley Gardner,4.04,425199436,9.78043E+12,eng,256,12/7/2004,Berkley,1123,62,The Glass House (Captain Lacey  #3)
27277,Philip Johnson/Toshio Nakamura,4,1580931863,9.78158E+12,eng,256,5/10/2007,The Monacelli Press,14,2,Glass House
27293,Edith Hamilton,4.09,393002314,9.78039E+12,eng,224,2/17/1964,W.W. Norton,29,3,The Echo of Greece
27295,Euripides/Aeschylus/Edith Hamilton,4.06,393002039,9.78039E+12,en-US,240,11/28/1958,W.W. Norton & Company,77,13,Three Greek Plays: Prometheus Bound/Agamemnon/The Trojan Women
27297,Confucius/D.C. Lau,3.83,140443487,9.78014E+12,eng,249,9/27/1979,Penguin Books Ltd,12131,319,The Analects
27298,Indu Sundaresan,4.04,743428188,9.78074E+12,en-US,380,2/18/2003,Washington Square Press,11380,1253,The Twentieth Wife (Taj Mahal Trilogy  #1)
27299,Indu Sundaresan/Alberto Coscarelli,4.04,8425337607,9.78843E+12,spa,382,4/30/2003,Grijalbo Mondadori Sa,2,1,La Emperatriz tras el velo (Trilogía Taj Mahal  #1)
27303,Karen Armstrong,3.87,345384563,9.78035E+12,eng,496,8/9/1994,Ballantine Books,1343,144,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam
27304,Karen Armstrong,3.89,143034367,9.78014E+12,eng,240,9/28/2004,Penguin Books,3783,286,Buddha
27306,Karen Armstrong,4.02,081296618X,9.78081E+12,eng,230,8/6/2002,Modern Library,7660,448,Islam: A Short History
27308,Karen Armstrong,3.99,385721277,9.78039E+12,eng,306,2/22/2005,Anchor,5755,575,The Spiral Staircase: My Climb Out of Darkness
27309,Karen Armstrong,3.93,345391691,9.78035E+12,eng,480,1/30/2001,Ballantine Books,5677,254,The Battle for God: A History of Fundamentalism
27310,Karen Armstrong,4.15,62508865,9.78006E+12,eng,304,9/10/1993,HarperOne,4978,258,Muhammad: A Biography of the Prophet
27313,Confucius/Henry Rosemont Jr./Roger T. Ames,3.83,345434072,9.78035E+12,eng,352,9/7/1999,Ballantine Books,180,16,The Analects of Confucius: A Philosophical Translation
27315,Confucius/Edward Slingerland,3.83,872206351,9.78087E+12,eng,312,9/15/2003,Hackett Publishing Company  Inc.,115,17,Analects
27323,John Hersey,3.97,679721037,9.78068E+12,eng,152,3/4/1989,Vintage,52567,2358,Hiroshima
27326,John Hersey,4.28,394756967,9.78039E+12,eng,640,3/12/1988,Vintage Books,1829,57,The Wall
27333,Rachel Carson/Linda Lear/Edward O. Wilson,3.97,618249060,9.78062E+12,eng,378,10/22/2002,Mariner Books,30281,1694,Silent Spring
27345,Paul Brooks/Rachel Carson,3.95,395517427,9.7804E+12,eng,350,10/18/1989,Mariner Books,10,1,The House of Life: Rachel Carson at Work
27347,Rachel Carson/Bob Hines,4.14,140253807,9.78014E+12,eng,320,4/1/1996,Penguin,18,4,Under the Sea Wind (Nature Classic)
27356,Justine Korman Fontes/Geoff Waring,3.5,763619337,9.78076E+12,en-US,24,7/12/2005,Candlewick Press,50,11,Black Meets White
27363,William Martin,3.91,446363162,9.78045E+12,eng,532,7/1/1992,Grand Central Publishing,1614,173,Back Bay (Peter Fallon  #1)
27368,Marianne Williams/Caroline Fitzgerald,3.72,143019295,9.78014E+12,eng,270,1/1/2004,Penguin Books,24,2,Letters from the Bay of Islands: The Story of Marianne Williams
27385,Frank  Graham,3.78,449231410,9.78045E+12,eng,0,6/12/1974,Fawcett,1,0,"Since ""Silent Spring"""
27397,Jonathan Harr,3.97,679772677,9.78068E+12,eng,512,8/27/1996,Vintage,13628,754,A Civil Action
27398,Jonathan Harr,3.74,375759867,9.78038E+12,en-US,320,11/7/2006,Random House Trade Paperbacks,24619,765,The Lost Painting
27399,Jonathan Harr,3.74,375431535,9.78038E+12,eng,368,11/1/2005,Random House Large Print,5,0,The Lost Painting
27404,Anthony  Lewis,3.91,679723129,9.78068E+12,eng,288,4/23/1989,Vintage,2264,185,Gideon's Trumpet: How One Man  a Poor Prisoner  Took His Case to the Supreme Court-And Changed the Law of the United States
27410,Apollodorus/Robin Hard,3.98,192839241,9.78019E+12,eng,336,2/25/1999,Oxford University Press,1047,34,The Library of Greek Mythology
27411,Apollodorus/James George Frazer,3.93,674991354,9.78067E+12,mul,464,1/1/1921,Harvard University Press (Cambridge  MA)/Wm Heinemann Ltd. (London),21,2,The Library 1  Books 1-3.9
27413,Apollodorus/Selwyn Reginald Cudjoe/Leonard Baskin,3.98,870232061,9.78087E+12,eng,311,9/1/1986,University of Massachusetts Press,11,1,The Library of Apollodorus: Gods and Heroes of the Greeks
27415,Apollodorus/Hyginus/R. Scott Smith/Stephen M. Trzaskoma,3.98,872208206,9.78087E+12,eng,328,3/1/2007,Hackett Publ. Co Inc,20,2,Apollodorus' Library and Hyginus' Myths: Two Handbooks of Greek Mythology
27416,Apollodorus/Richard Wagner,0,3598715439,9.7836E+12,grc,335,7/15/1998,K.G. Saur Verlag,0,0,Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana
27418,Hesiod/M.L. West,3.75,192839411,9.78019E+12,eng,79,5/13/1999,Oxford University Press,9276,163,Theogony / Works and Days
27419,Hesiod,3.75,1419188518,9.78142E+12,eng,48,6/17/2004,Kessinger Publishing,3,0,The Works and Days/Theogony
27420,Hesiod/Apostolos N. Athanassakis,3.97,801879841,9.7808E+12,eng,192,6/28/2004,Johns Hopkins University Press,83,4,Theogony/Works and Days/Shield
27421,Hesiod/Richmond Lattimore,3.97,472081616,9.78047E+12,eng,256,11/15/1991,University of Michigan Press,90,8,The Works and Days/Theogony/The Shield of Herakles
27422,Hesiod/R.M. Frazer/Mary Sue Roniger,3.75,806118466,9.78081E+12,eng,160,5/15/1983,University of Oklahoma Press,105,7,The Poems
27423,Hesiod/Friedrich Solmsen/Reinholdo Merkelbach,4.06,198140711,9.7802E+12,eng,282,9/13/1990,Clarendon Press,9,1,Theogonia  Opera et Dies  Scutum  Fragmenta Selecta (Classical Texts)
27424,Hesiod/Daryl Hine,3.73,226329658,9.78023E+12,eng,230,1/15/2005,University of Chicago Press,34,4,Works of Hesiod and the Homeric Hymns
27425,Virgil/David Ferry,3.85,374530319,9.78037E+12,eng,224,5/2/2006,Farrar  Straus & Giroux,85,12,The Georgics of Virgil
27426,Hermann Broch/Jean Starr Untermeyer,4.19,679755489,9.78068E+12,eng,496,1/15/1995,Vintage,794,65,The Death of Virgil
27427,Virgil/David Ferry,3.91,374526966,9.78037E+12,eng,112,6/15/2000,Farrar  Straus & Giroux,74,12,The Eclogues of Virgil
27428,Phillip Lopate,4.19,385422989,9.78039E+12,eng,777,1/1/1994,Anchor Books,48,4,The Art of the Personal Essay: An Anthology from the Classical Era to the Present
27432,Phillip Lopate,4.19,038542339X,9.78039E+12,eng,777,1/15/1997,Anchor,2136,108,The Art of the Personal Essay: An Anthology from the Classical Era to the Present
27434,Phillip Lopate,3.71,385497148,9.78039E+12,eng,450,5/10/2005,Anchor,254,34,Waterfront: A Walk Around Manhattan
27438,Scott Beatty/Robert Greenberger/Phil Jimenez/Daniel  Wallace,4.29,075660592X,9.78076E+12,eng,352,10/4/2004,DK Publishing,125,6,The DC Comics Encyclopedia
27440,Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling,4.37,756623588,9.78076E+12,eng,352,10/16/2006,DK,1049,43,The Marvel Encyclopedia
27445,J. Ed Komoszewski/Daniel B. Wallace/M. James Sawyer,4.2,082542982X,9.78083E+12,en-US,347,5/9/2006,Kregel Publications,225,21,Reinventing Jesus: How Contemporary Skeptics Miss the Real Jesus and Mislead Popular Culture
27451,F. Scott Fitzgerald/Matthew J. Bruccoli,3.91,684801523,9.78068E+12,eng,216,6/1/1995,Scribner,9844,1050,The Great Gatsby
27456,George Eliot/Earl L. Dachslager/George Stade,3.84,1593082908,9.78159E+12,eng,784,1/30/2005,Barnes  Noble Classics,206,47,Daniel Deronda
27457,Adam Hochschild,4.15,618711678,9.78062E+12,eng,384,4/1/2006,Mariner Books,102,20,King Leopold's Ghost
27473,Zecharia Sitchin,4.08,61238236,9.78006E+12,eng,336,4/3/2007,William Morrow,489,36,The End of Days (The Earth Chronicles  #7)
27485,Esther Perel,4.15,60753633,9.78006E+12,eng,272,9/5/2006,Harper,10138,994,Mating in Captivity: Reconciling the Erotic and the Domestic
27486,Geoffrey Miller,4.1,038549517X,9.78039E+12,eng,528,4/17/2001,Anchor Books,2144,89,The Mating Mind: How Sexual Choice Shaped the Evolution of Human Nature
27491,David M. Buss,4.08,046500802X,9.78047E+12,en-GB,354,6/26/2003,Basic Books,1459,78,The Evolution Of Desire: Strategies of Human Mating
27500,Jeffrey Eugenides,4,965045641,9.78097E+12,eng,529,9/4/2002,Farrar  Straus and Giroux,1081,228,Middlesex
27503,A.B. Yehoshua/Hillel Halkin,3.77,156030160,9.78016E+12,en-US,576,10/4/2004,Mariner Books,457,44,The Liberated Bride
27507,Bob Woodward/Alice Mayhew,3.68,743255488,9.78074E+12,eng,480,10/11/2004,Simon & Schuster,4603,121,Plan of Attack
27511,Bob Woodward,3.71,743234758,9.78074E+12,eng,400,1/1/2002,Simon & Schuster,527,26,The Commanders
27514,Bob Woodward,3.67,743274032,9.78074E+12,eng,592,7/1/2005,Simon & Schuster,758,48,Veil: The Secret Wars of the CIA 1981-1987
27515,Bob Woodward,3.72,684852632,9.78068E+12,eng,608,6/6/2000,Simon & Schuster,1035,42,Shadow: Five Presidents and the Legacy of Watergate
27516,Bob Woodward/Scott Armstrong,4.11,743274024,9.78074E+12,eng,592,7/1/2005,Simon & Schuster,3841,189,The Brethren: Inside the Supreme Court
27520,Virginia Lee Burton,4.24,395959918,9.7804E+12,eng,40,8/30/1999,Houghton Mifflin Harcourt,0,0,Katy and the Big Snow (Book & Cassette)
27523,Tim LaHaye/Jerry B. Jenkins,3.83,842342702,9.78084E+12,eng,342,9/1/2000,Tyndale House Publishers,189090,3293,Left Behind (Left Behind  #1)
27525,Tim LaHaye/Jerry B. Jenkins,4.03,842332367,9.78084E+12,eng,395,11/18/2003,Tyndale House Publishers,15869,248,Armageddon: The Cosmic Battle of the Ages (Left Behind  #11)
27526,Tim LaHaye/Jerry B. Jenkins,4.01,842332294,9.78084E+12,eng,432,5/20/2002,Tyndale House Publishers,21603,261,Desecration (Left Behind  #9)
27528,Tim LaHaye/Jerry B. Jenkins,3.96,078622469X,9.78079E+12,eng,530,12/3/2005,Thorndike Press,30129,566,Nicolae (Left Behind  #3)
27533,Muhammad Yunus/Alan Jolis,4.09,1586481983,9.78159E+12,eng,289,10/16/2003,PublicAffairs,7776,737,Banker to the Poor: Micro-Lending and the Battle Against World Poverty
27537,Daniel Goleman,3.81,553378589,9.78055E+12,eng,400,1/4/2000,Bantam,3265,187,Working with Emotional Intelligence
27539,Jeff Hawkins/Sandra Blakeslee,4.12,805078533,9.78081E+12,eng,261,8/1/2005,St. Martin's Griffin,5347,396,On Intelligence
27540,Travis Bradberry/Jean Greaves/Patrick Lencioni,3.52,743273265,9.78074E+12,en-US,185,6/7/2005,Touchstone,708,68,The Emotional Intelligence Quick Book: Everything You Need to Know to Put Your EQ to Work
27541,Karen Berman/Joe Knight/John  Case,4.12,1591397642,9.78159E+12,eng,272,1/1/2006,Harvard Business Review Press,1870,92,Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean
27543,Stuart Russell/Peter Norvig,4.17,137903952,9.78014E+12,eng,1132,12/20/2002,Prentice Hall,2689,79,Artificial Intelligence: A Modern Approach
27548,Wilma Davidson/Jack   Dougherty,3.45,312317085,9.78031E+12,eng,224,6/5/2003,St. Martin's Press,11,1,"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the ""Class"""
27550,John             Lewis/Michael D'Orso,4.49,156007088,9.78016E+12,en-US,496,10/18/1999,Mariner Books,2052,253,Walking with the Wind: A Memoir of the Movement
27557,Christopher Andersen/Christopher Andersen,3.95,446607436,9.78045E+12,eng,592,3/1/1999,Grand Central Publishing,373,27,Jackie After Jack: Portrait of the Lady
27566,Sharon Green,4.07,886771285,9.78089E+12,eng,446,5/6/1986,DAW,87,1,To Battle the Gods (Jalav  Amazon Warrior  #5)
27574,Amos Oz/Nicholas de Lange,4.22,015603252X,9.78016E+12,eng,560,11/1/2005,Harvest / Harcourt,5325,520,A Tale of Love and Darkness
27577,Bernard Lewis,3.49,60516054,9.78006E+12,eng,186,1/7/2003,Harper Perennial,2474,257,What Went Wrong? The Clash Between Islam & Modernity in the Middle East
27578,Peter Woit,3.93,465092756,9.78047E+12,eng,291,9/4/2006,Basic Books,1495,52,Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law
27579,Kathleen V. Kudlinski/S.D. Schindler,3.93,525469788,9.78053E+12,en-US,32,9/22/2005,Dutton Books for Young Readers,254,73,Boy  Were  We Wrong About Dinosaurs!
27580,Cheri Huber/June Shiver,4.18,971030901,9.78097E+12,eng,239,10/1/2001,Keep It Simple Books,1623,101,There Is Nothing Wrong with You: Going Beyond Self-Hate
27582,J.A. Jance,4.04,60540907,9.78006E+12,eng,368,7/25/2006,William Morrow,4163,220,Dead Wrong (Joanna Brady  #12)
27584,Jean-Benoît Nadeau/Julie Barlow,3.74,1402200455,9.7814E+12,eng,351,5/1/2003,Sourcebooks,2164,212,Sixty Million Frenchmen Can't Be Wrong
27585,William Westney,4.24,1574671456,9.78157E+12,eng,239,6/1/2006,Hal Leonard Pub Corp,191,20,The Perfect Wrong Note: Learning to Trust Your Musical Self
27586,Michela Wrong,3.99,60934433,9.78006E+12,eng,338,5/28/2002,Harper Perennial,2387,115,In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo
27588,Philip Caputo,3.94,375725970,9.78038E+12,eng,688,5/9/2006,Vintage,1617,231,Acts of Faith
27590,Margaret Feinberg/Norman Rockwell,4.36,736910735,9.78074E+12,en-US,48,7/1/2003,Harvest House Publishers,14,3,Simple Acts of Faith: Heartwarming Stories of One Life Touching Another
27599,Peter G. Bolt,3.89,083082619X,9.78083E+12,eng,213,12/9/2004,IVP Academic,50,11,The Cross From A Distance: Atonement In Mark's Gospel
27601,Margaret Thaler Singer/Robert Jay Lifton,3.95,787967416,9.78079E+12,eng,432,4/11/2003,Jossey-Bass,196,25,Cults in Our Midst: The Continuing Fight Against Their Hidden Menace
27607,Norman Rush,3.74,679737111,9.78068E+12,en-US,736,7/13/2004,Vintage,469,57,Mortals
27609,Norman Rush,3.77,679738169,9.78068E+12,eng,160,9/1/1992,Vintage,382,42,Whites
27618,John Irving/Carlos Milla Soler,3.63,8483103311,9.78848E+12,spa,1024,5/1/2006,TusQuets,28,3,Hasta que te encuentre
27624,E.M. Forster/Benjamin DeMott/Regina Marler,3.96,451530462,9.78045E+12,eng,312,11/6/2007,Signet,104,13,Howards End
27626,Michelle Lovric/Lisa Pentreath,4.23,1556525133,9.78156E+12,eng,66,9/1/2003,Chicago Review Press,13,1,Women  Cats: The History of a Love Affair
27627,Paschal Beverly Randolph,3.85,766184153,9.78077E+12,eng,144,3/5/2004,Kessinger Publishing,9,0,EULIS! The History of Love
27647,Julia Glass,3.57,8496525031,9.7885E+12,spa,528,11/1/2006,Puzzle-Roca,0,1,Secretos De Familia
27652,Robert X. Cringely,4.01,887308554,9.78089E+12,eng,384,9/13/1996,Harper Business,1570,63,Accidental Empires
27660,Janet Geringer Woititz/Robert J. Ackerman,4.09,1558749608,9.78156E+12,en-US,500,3/8/2002,Health Communications Inc,152,12,The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love
27668,Adam Hochschild,4.28,618619070,9.78062E+12,eng,496,2/10/2006,Mariner Books,1342,178,Bury the Chains
27669,Adam Hochschild,4.28,333904915,9.78033E+12,eng,467,3/18/2005,MacMillan,13,1,Bury the Chains
27674,Augustine of Hippo/Boniface Ramsey/Michael Fiedrowicz,4.08,1565482344,9.78157E+12,eng,372,12/1/2005,New City Press,12,1,On Christian Belief (Works of Saint Augustine)
27689,Mary  Stewart,4.39,688003478,9.78069E+12,eng,928,9/7/2004,Harper Voyager,4146,175,Mary Stewart's Merlin Trilogy (Arthurian Saga  #1-3)
27690,Mary  Stewart,3.91,60823720,9.78006E+12,eng,372,11/29/2005,HarperTorch,5029,282,Touch Not the Cat
27691,Mary  Stewart,3.92,61145394,9.78006E+12,eng,322,11/28/2006,HarperTorch,3629,145,The Gabriel Hounds
27692,Mary  Stewart,4.09,60548282,9.78006E+12,eng,417,5/1/2003,Eos,10055,244,The Wicked Day (Arthurian Saga  #4)
27693,Mary  Stewart,4.03,60502959,9.78006E+12,eng,400,11/25/2003,HarperTorch,6019,397,The Moonspinners
27694,Mary  Stewart,4.05,60747471,9.78006E+12,eng,373,11/30/2004,HarperTorch,5153,327,This Rough Magic
27695,Mary  Stewart/Sandra Brown,4.03,1556526180,9.78156E+12,eng,342,5/1/2006,Chicago Review Press,10640,905,Nine Coaches Waiting
27696,Mary  Stewart,4.05,006074748X,9.78006E+12,eng,384,11/30/2004,HarperTorch,4615,255,Airs Above the Ground
27698,Mary  Stewart,4.05,60093560,9.78006E+12,eng,360,11/25/2003,HarperTorch,4460,302,Madam  Will You Talk?
27719,Michael Ende/Heike Schwarzbauer/Rick Takvorian/Regina Kehn/Regina Jehn,4.12,374455031,9.78037E+12,eng,216,4/17/1995,Farrar  Straus and Giroux (BYR),3014,56,The Night of Wishes
27724,Michael Ende/J. Maxwell Brownjohn,4.14,067080682X,9.78067E+12,eng,224,6/5/1986,Viking UK,74,5,Mirror in the Mirror
27727,Jane Porter,3.69,373124244,9.78037E+12,eng,192,9/24/2004,Harlequin Presents,167,14,The Greek's Royal Mistress (Princess Brides  #2)
27737,Eugène Ionesco,3.9,2070362361,9.78207E+12,fre,150,10/26/1972,Gallimard,6398,75,La Cantatrice chauve / La Leçon
27747,M.C. Beaton,3.81,446614734,9.78045E+12,eng,175,7/1/2006,Grand Central Publishing,4958,285,Death of a Perfect Wife (Hamish Macbeth  #4)
27763,Narise Konohara/Nanao Saikawa/Douglas W. Dlin,3.73,1569708878,9.78157E+12,eng,226,8/9/2006,Digital Manga Publishing,278,14,Cold Sleep (Cold Series #1)
27766,Stacy Horn,3.49,143037293,9.78014E+12,eng,336,7/25/2006,Penguin Books,331,42,The Restless Sleep: Inside New York City's Cold Case Squad
27769,Albert Camus,3.98,207030602X,9.78207E+12,fre,207,3/1/2005,Editions Gallimard,688,50,L'Étranger
27776,Albert Camus/Manuel de Lope,4.04,8420637017,9.78842E+12,spa,128,9/19/2005,Alianza Editorial,233,20,La caída
27779,Albert Camus/Catherine Camus,3.96,2070401014,9.78207E+12,fre,384,2/11/2000,Gallimard,293,18,Le Premier homme
27780,Albert Camus,3.65,2070733467,9.78207E+12,fre,101,4/7/1993,Gallimard,184,20,Noces
27783,Stuart M. Matlins,3.95,1594731403,9.78159E+12,eng,403,2/1/2006,Skylight Paths Publishing,120,16,How to Be a Perfect Stranger: The Essential Religious Etiquette Handbook
27785,Jean-Jacques Rousseau/Donald A. Cress/Peter Gray,3.87,872200477,9.78087E+12,eng,227,11/1/1987,Hackett Publishing Company  Inc.,4786,24,The Basic Political Writings
27787,Christopher   Green/Frances Morris/Nancy Ireson/Claire Freches-Thory,4.06,810956993,9.78081E+12,eng,230,6/1/2006,Harry N. Abrams,31,4,Henri Rousseau: Jungles in Paris
27788,Jean-Jacques Rousseau/Philip Stewart/Jean Vache,3.46,874518253,9.78087E+12,en-US,728,10/1/1997,Dartmouth College Press,1019,27,Julie  or the New Heloise
27798,Ronald J. Faust/Roy F. Cucchiara/Denise J. Wedel/C. Thomas Wass/Stephen H. Rose/Thomas N. Spackman,3.67,443066019,9.78044E+12,eng,595,9/21/2001,Churchill Livingstone,12,0,Anesthesiology Review
27800,Johann Wolfgang von Goethe/Philip Wayne,3.73,140440933,9.78014E+12,eng,288,2/28/1960,Penguin Classics,128,15,Faust  Part Two
27803,Christopher Marlowe/H. Havelock Ellis,3.6,486431843,9.78049E+12,en-US,80,8/5/2003,Dover Publications,2963,120,The Jew of Malta
27804,Eric P. Kelly/Janina Domanska,3.76,689829922,9.78069E+12,eng,224,6/1/1999,Aladdin,54,13,The Trumpeter of Krakow
27812,William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery,4.16,521431085,9.78052E+12,eng,1020,10/30/1992,Cambridge University Press,217,8,Numerical Recipes in C: The Art of Scientific Computing
27813,William T. Vetterling/William H. Press/Saul A. Teukolsky,3.25,521750342,9.78052E+12,eng,330,2/7/2002,Cambridge University Press,4,0,Numerical Recipes Example Book C++: The Art of Scientific Computing
27819,William T. Vetterling/Saul A. Teukolsky/William H. Press/Brian P. Flannery,3.75,521437202,9.78052E+12,eng,336,11/27/1992,Cambridge University Press,7,0,Numerical Recipes: Example Book C
27822,Alexander Pushkin/James E. Falen,4.09,192838997,9.78019E+12,eng,240,10/22/1998,Oxford University Press,42668,690,Eugene Onegin
27823,Alexander Pushkin/Charles Johnston/Michael Basker/John Bayley,4.09,140448039,9.78014E+12,en-US,262,4/29/2003,Penguin Classics,382,47,Eugene Onegin
27825,Alexander Pushkin/Charles Johnston/John Bayley,4.09,140443940,9.78014E+12,en-US,240,12/20/1979,Penguin Classics,205,25,Eugene Onegin
27826,Alexander Pushkin/Walter W. Arndt,4.09,875011063,9.78088E+12,en-US,244,1/16/2009,Harry N. Abrams,48,12,Eugene Onegin
27827,Alexander Pushkin/Vladimir Nabokov,4.09,691019053,9.78069E+12,eng,309,1/21/1991,Princeton University Press,272,31,Eugene Onegin: A Novel in Verse (Vol. 1)
27828,Alexander Pushkin/Vladimir Nabokov,4.38,691019045,9.78069E+12,eng,1056,1/21/1991,Princeton University Press,45,3,Eugene Onegin  Vol. II (Commentary)
27829,Alexander Pushkin/Douglas R. Hofstadter,4.09,465020941,9.78047E+12,eng,224,9/11/2000,Basic Books,44,7,Eugene Onegin: A Novel in Verse
27831,Alexander Pushkin/Tom Beck,4.09,1903517281,9.7819E+12,eng,262,3/1/2006,Dedalus,10,5,Eugene Onegin
27842,Michael T. Goodrich/Roberto Tamassia,3.83,471738840,9.78047E+12,en-US,720,8/1/2005,Wiley,151,8,Data Structures and Algorithms in Java
27843,Mark Allen Weiss,3.87,032144146X,9.78032E+12,eng,586,2/1/2006,Addison Wesley Publishing Company,155,8,Data Structures and Algorithm Analysis in C++
27844,Adam Drozdek,3.8,534491820,9.78053E+12,en-US,758,9/24/2004,Course Technology,18,0,Data Structures and Algorithms in C++
27847,Frank M. Carrano/Walter J. Savitch,3.47,013237045X,9.78013E+12,eng,998,8/4/2006,Prentice Hall,34,3,Data Structures and Abstractions with Java
27851,Mark Allen Weiss,3.85,201498405,9.7802E+12,eng,528,9/19/1996,Pearson,120,11,Data Structures and Algorithm Analysis in C
27861,Adam Drozdek,3.8,534375979,9.78053E+12,en-US,528,6/30/2000,Course Technology,35,5,Data Structures and Algorithms in C++
27862,Robert Sedgewick,4.16,201314525,7.85342E+11,en-GB,720,9/27/1997,Addison-Wesley Professional,140,3,Algorithms in C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching
27877,Terry Deary,4,439959047,9.78044E+12,eng,20,8/19/2005,Scholastic,9,0,Savage Stone Age Sticker Book (Horrible Histories)
27880,Dave Luckett,3.86,439411874,9.78044E+12,eng,119,10/1/2003,Scholastic Paperbacks,474,31,The Girl  the Dragon  and the Wild Magic (Rhianna  #1)
27881,Jo Clayton,3.72,886775140,9.78089E+12,en-US,400,6/2/1992,DAW,80,3,Wildfire (Drinker of Souls: Wild Magic  #2)
27883,Diana Wynne Jones,3.75,575601973,9.78058E+12,en-US,380,7/1/1997,Gollehon Books,104,15,A Sudden Wild Magic
27885,Jo Clayton,3.71,886774969,9.78089E+12,eng,368,12/3/1991,DAW,112,4,Wild Magic (Drinker of Souls: Wild Magic  #1)
27889,Angus Wells,3.54,553299034,9.78055E+12,eng,688,10/1/1996,Spectra,122,5,Exile's Children (Exiles  #1)
27892,Angus Wells,3.94,553572660,9.78055E+12,eng,688,10/6/1995,Spectra,288,17,Lords of the Sky
27897,Peter Handke/Krishna Winston,3.27,374175470,9.78037E+12,eng,186,11/8/2000,Farrar Straus Giroux,179,14,On a Dark Night I Left My Silent House
27923,Augustine of Hippo/Emilie Griffin/Mary T. Clark/Francine du Plessix Gray,4.29,60754664,9.78006E+12,eng,160,5/30/2006,HarperCollins (SanFrancisco),4,0,Selected Writings
27924,Augustine of Hippo/Vernon J. Bourke,3.69,915144077,9.78092E+12,eng,268,8/1/1978,Hackett Publishing Company (Indianapolis  IN),114,7,The Essential Augustine
27932,Roberta Gellis,3.9,081257236X,9.78081E+12,eng,352,9/17/2001,Tor Books,809,63,A Mortal Bane (Magdalene La Batarde  #1)
27943,Robert F. Kennedy Jr.,4.08,60746874,9.78006E+12,eng,256,8/3/2004,Harper,72,14,Crimes Against Nature: How George W. Bush and His Corporate Pals Are Plundering the Country and Hijacking Our Democracy
27971,Binjamin W. Segel/Richard S. Levy/Sergei Nilus,3.3,803292457,9.7808E+12,eng,148,8/1/1996,University of Nebraska Press,8,2,A Lie and a Libel: The History of the Protocols of the Elders of Zion
27988,Robert Cullen,4.01,804111642,9.7808E+12,eng,258,10/4/1993,Ivy Books,94,10,Citizen X: Killer Department
27991,Bob Cullen,3.32,60933526,9.78006E+12,eng,400,5/7/2002,Harper Perennial,58,9,A Mulligan for Bobby Jobe: A Novel
